Phenotype,HAI Type,Age,State,ID State,Percent Resistant,Year
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Alaska,2,8,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Alabama,1,5.6,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Arkansas,5,8.8,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Arizona,4,11.1,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,California,6,13.8,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Colorado,8,5.8,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Connecticut,9,11.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,District of Columbia,11,20.3,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Delaware,10,13.6,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Florida,12,11.3,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Georgia,13,6.9,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Hawaii,15,8.3,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Idaho,16,9.1,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Illinois,17,9.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Indiana,18,3.9,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Iowa,19,4.2,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Kansas,20,5.1,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Kentucky,21,6.9,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Louisiana,22,6.6,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Maine,23,5.3,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Maryland,24,10.1,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Massachusetts,25,8.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Michigan,26,9.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Minnesota,27,6.7,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Missouri,29,5.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Mississippi,28,7.9,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Montana,30,0,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,North Carolina,37,5.5,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,North Dakota,38,9.5,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Nebraska,31,8.5,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,New Hampshire,33,1.6,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,New Jersey,34,11.1,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,New Mexico,35,6.5,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Nevada,32,15.7,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,New York,36,13.5,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Ohio,39,7.6,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Oklahoma,40,7.9,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Oregon,41,6.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Pennsylvania,42,6.6,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Puerto Rico,72,24.1,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Rhode Island,44,4.5,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,South Carolina,45,4.8,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,South Dakota,46,1.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Tennessee,47,7.7,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Texas,48,13.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Utah,49,4.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Virginia,51,6.2,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Vermont,50,0,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Washington,53,7,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Wisconsin,55,6.8,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,West Virginia,54,6.4,2019
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Wyoming,56,0,2019
