Phenotype,HAI Type,Age,State,ID State,Percent Resistant,Year
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Alabama,1,2.1,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Arkansas,5,2.4,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Arizona,4,4,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,California,6,5.1,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Colorado,8,2,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Connecticut,9,1.2,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,District of Columbia,11,7.9,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Delaware,10,0,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Florida,12,1.6,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Georgia,13,1.7,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Hawaii,15,0,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Idaho,16,0,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Illinois,17,3.6,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Indiana,18,3.2,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Iowa,19,0,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Kansas,20,0,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Kentucky,21,8.6,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Louisiana,22,1.1,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Maryland,24,2.7,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Massachusetts,25,7.5,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Michigan,26,7,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Minnesota,27,1.3,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Missouri,29,5.8,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Mississippi,28,3.4,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Montana,30,0,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,North Carolina,37,3.8,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Nebraska,31,1.4,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Hampshire,33,11.1,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Jersey,34,5.8,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Mexico,35,0,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Nevada,32,3.1,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New York,36,8.6,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Ohio,39,4.7,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Oklahoma,40,3.3,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Oregon,41,0,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Pennsylvania,42,2.7,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Puerto Rico,72,2.9,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,South Carolina,45,0.9,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,South Dakota,46,2.8,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Tennessee,47,1.9,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Texas,48,1.9,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Utah,49,4.4,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Virginia,51,1.4,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Vermont,50,4.3,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Washington,53,1.2,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Wisconsin,55,1.9,2023
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,West Virginia,54,4.4,2023
