Phenotype,HAI Type,Age,State,ID State,Percent Resistant,Year
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Alaska,2,0,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Alabama,1,8.1,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Arkansas,5,7.8,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Arizona,4,11.6,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,California,6,14.6,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Colorado,8,5.5,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Connecticut,9,10.3,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,District of Columbia,11,12.1,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Delaware,10,5.1,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Florida,12,11.1,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Georgia,13,9.6,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Hawaii,15,7.7,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Idaho,16,2.8,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Illinois,17,8.4,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Indiana,18,6.2,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Iowa,19,4,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Kansas,20,6.3,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Kentucky,21,12.1,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Louisiana,22,6,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Maine,23,6.3,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Maryland,24,10.3,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Massachusetts,25,8.4,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Michigan,26,7.6,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Minnesota,27,7.1,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Missouri,29,6.3,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Mississippi,28,3.4,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Montana,30,0,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,North Carolina,37,8.5,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,North Dakota,38,3.6,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Nebraska,31,7.4,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,New Hampshire,33,1.9,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,New Jersey,34,10.2,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,New Mexico,35,12.8,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Nevada,32,16,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,New York,36,10.5,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Ohio,39,6.3,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Oklahoma,40,9.9,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Oregon,41,3.4,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Pennsylvania,42,8.3,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Puerto Rico,72,10.4,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Rhode Island,44,3.5,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,South Carolina,45,7.9,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,South Dakota,46,2,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Tennessee,47,5.4,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Texas,48,14.3,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Utah,49,11.7,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Virginia,51,8.8,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Vermont,50,0,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Washington,53,4.5,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,Wisconsin,55,6.6,2022
MDR <em>E.coli</em>,All HAI Type Data,All Ages Data,West Virginia,54,5,2022
