Phenotype,HAI Type,Age,State,ID State,Percent Resistant,Year
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Alaska,2,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Alabama,1,1.6,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Arkansas,5,2.5,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Arizona,4,2.7,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,California,6,2.9,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Colorado,8,1,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Connecticut,9,3.9,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,District of Columbia,11,4.7,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Delaware,10,5.1,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Florida,12,1.5,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Georgia,13,2,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Hawaii,15,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Idaho,16,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Illinois,17,3.1,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Indiana,18,1.8,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Iowa,19,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Kansas,20,1.1,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Kentucky,21,2.6,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Louisiana,22,1.4,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Maine,23,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Maryland,24,2.8,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Massachusetts,25,1.5,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Michigan,26,3.1,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Minnesota,27,1.1,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Missouri,29,0.8,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Mississippi,28,0.9,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Montana,30,2.9,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,North Carolina,37,3.3,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,North Dakota,38,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Nebraska,31,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,New Hampshire,33,1.2,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,New Jersey,34,4.1,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,New Mexico,35,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Nevada,32,11.4,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,New York,36,3.2,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Ohio,39,2.6,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Oklahoma,40,1.8,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Oregon,41,1.7,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Pennsylvania,42,2.5,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Puerto Rico,72,17.9,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Rhode Island,44,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,South Carolina,45,1.3,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,South Dakota,46,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Tennessee,47,3.3,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Texas,48,2.9,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Utah,49,1.5,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Virginia,51,2,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Vermont,50,0,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Washington,53,0.9,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Wisconsin,55,1.4,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,West Virginia,54,0.6,2019
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Wyoming,56,0,2019
