Phenotype,HAI Type,Age,State,ID State,Percent Resistant,Year
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Alaska,2,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Alabama,1,2.1,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Arkansas,5,2.6,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Arizona,4,1.4,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,California,6,3.3,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Colorado,8,2.5,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Connecticut,9,3.8,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,District of Columbia,11,9.4,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Delaware,10,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Florida,12,1.5,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Georgia,13,3.4,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Hawaii,15,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Idaho,16,1.8,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Illinois,17,4.1,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Indiana,18,1.6,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Iowa,19,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Kansas,20,1.2,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Kentucky,21,2.9,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Louisiana,22,1.6,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Maine,23,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Maryland,24,4.4,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Massachusetts,25,2.3,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Michigan,26,4.4,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Minnesota,27,0.2,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Missouri,29,1,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Mississippi,28,1.9,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Montana,30,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,North Carolina,37,2.4,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,North Dakota,38,3.6,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Nebraska,31,2.7,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,New Hampshire,33,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,New Jersey,34,6.1,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,New Mexico,35,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Nevada,32,15.4,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,New York,36,3.9,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Ohio,39,2.3,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Oklahoma,40,5.2,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Oregon,41,0.5,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Pennsylvania,42,2.4,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Puerto Rico,72,23.9,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Rhode Island,44,1.1,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,South Carolina,45,2,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,South Dakota,46,0,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Tennessee,47,2.3,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Texas,48,2.5,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Utah,49,0.7,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Virginia,51,1.3,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Vermont,50,2.1,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Washington,53,0.9,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,Wisconsin,55,0.7,2020
Carbapenem-resistant Enterobacterales,All HAI Type Data,All Ages Data,West Virginia,54,1.3,2020
