Phenotype,HAI Type,Age,State,ID State,Percent Resistant,Year
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Alabama,1,3.8,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Arkansas,5,0.9,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Arizona,4,2.5,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,California,6,5.3,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Colorado,8,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Connecticut,9,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,District of Columbia,11,4.4,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Delaware,10,3,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Florida,12,2.3,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Georgia,13,2.8,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Hawaii,15,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Idaho,16,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Illinois,17,6.1,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Indiana,18,2.2,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Iowa,19,1.9,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Kansas,20,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Kentucky,21,3.3,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Louisiana,22,0.8,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Maine,23,4.8,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Maryland,24,5,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Massachusetts,25,10.1,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Michigan,26,8.2,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Minnesota,27,0.6,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Missouri,29,3.1,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Mississippi,28,2.8,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,North Carolina,37,2.5,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Nebraska,31,1.8,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Hampshire,33,4.5,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Jersey,34,7.1,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New Mexico,35,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Nevada,32,11,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,New York,36,7.9,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Ohio,39,5.6,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Oklahoma,40,3.8,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Oregon,41,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Pennsylvania,42,2.3,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Puerto Rico,72,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Rhode Island,44,0,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,South Carolina,45,3.9,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,South Dakota,46,2.5,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Tennessee,47,2.3,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Texas,48,3.5,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Utah,49,2.2,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Virginia,51,1.3,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Washington,53,0.6,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,Wisconsin,55,0.6,2022
Vancomycin-resistant <em>Enterococcus faecalis</em>,All HAI Type Data,All Ages Data,West Virginia,54,2.8,2022
